
#
# Results on Tuesday November 05 2019 22:42:12 UTC.
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.87 Safari/537.36
# Design number was non-random = 1
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,0,0,agreement,NULL,_REACTION_TIME_,2446
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,,yes
1572993732,280ff30ca10f0671011cddbe166b762e,NewForm,1,0,instructions1,NULL,_REACTION_TIME_,6317
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1572993732,280ff30ca10f0671011cddbe166b762e,Question2,5,0,practice-some,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'> 20% of the glerbs are fizda.</font></i></div></center><h2>Some of the glerbs are fizda.</h2></body>,True,NULL,2708
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,133,0,Test-Some-Neg-70-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>70% of the rasters are movell.</font></i></div></center><h2>It is not the case that some of the rasters are movell.</h2></body>,False,NULL,4730
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,147,0,Test-Some-Neg-95-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>95% of the chevels are podden.</font></i></div></center><h2>It is not the case that some of the chevels are podden.</h2></body>,False,NULL,6142
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,62,0,Test-All-19-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>19% of the meckets are plumry.</font></i></div></center><h2>All of the meckets are plumry.</h2></body>,False,NULL,3545
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,10,0,Test-More-than-half-6-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>6% of the chadops are shaple.</font></i></div></center><h2>It is not the case that more than half of the chadops are shaple.</h2></body>,True,NULL,21507
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,52,0,Test-More-than-half-85-chevel-podden,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>85% of the chevels are podden.</font></i></div></center><h2>It is not the case that more than half of the chevels are podden.</h2></body>,False,NULL,3292
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,19,0,Test-More-than-half-26-cosut-spover,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>26% of the cosuts are spover.</font></i></div></center><h2>It is not the case that more than half of the cosuts are spover.</h2></body>,True,NULL,4044
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,7,0,Test-More-than-half-3-kustle-reshix,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the kustles are reshix.</font></i></div></center><h2>It is not the case that more than half of the kustles are reshix.</h2></body>,True,NULL,13948
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,131,0,Test-Some-Neg-64-tecker-biller,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>64% of the teckers are biller.</font></i></div></center><h2>It is not the case that some of the teckers are biller.</h2></body>,False,NULL,15441
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,117,0,Test-Some-Neg-40-middor-drooty,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>40% of the middors are drooty.</font></i></div></center><h2>It is not the case that some of the middors are drooty.</h2></body>,False,NULL,3291
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,121,0,Test-Some-Neg-31-zetten-unfobs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>31% of the zettens are unfobs.</font></i></div></center><h2>It is not the case that some of the zettens are unfobs.</h2></body>,False,NULL,21270
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,105,0,Test-Some-Neg-18-chadop-shaple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chadops are shaple.</font></i></div></center><h2>It is not the case that some of the chadops are shaple.</h2></body>,False,NULL,13907
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,123,0,Test-Some-Neg-35-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>35% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that some of the tiklets are hullaw.</h2></body>,False,NULL,4160
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,98,0,Test-All-81-jallem-sildal,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>81% of the jallems are sildal.</font></i></div></center><h2>All of the jallems are sildal.</h2></body>,False,NULL,3100
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,16,0,Test-More-than-half-4-schook-jabant,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>4% of the schooks are jabant.</font></i></div></center><h2>It is not the case that more than half of the schooks are jabant.</h2></body>,True,NULL,6158
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,40,0,Test-More-than-half-52-bamet-unzast,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the bamets are unzast.</font></i></div></center><h2>It is not the case that more than half of the bamets are unzast.</h2></body>,False,NULL,19244
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,11,0,Test-More-than-half-18-chulk-vulhor,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>18% of the chulks are vulhor.</font></i></div></center><h2>It is not the case that more than half of the chulks are vulhor.</h2></body>,True,NULL,10346
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,26,0,Test-More-than-half-41-zetten-unfobs,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>41% of the zettens are unfobs.</font></i></div></center><h2>It is not the case that more than half of the zettens are unfobs.</h2></body>,True,NULL,4605
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,127,0,Test-Some-Neg-51-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>51% of the plusets are stubad.</font></i></div></center><h2>It is not the case that some of the plusets are stubad.</h2></body>,False,NULL,4010
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,66,0,Test-All-2-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>2% of the spunges are wenple.</font></i></div></center><h2>All of the spunges are wenple.</h2></body>,False,NULL,23085
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,61,0,Test-Some-15-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>15% of the meckets are plumry.</font></i></div></center><h2>Some of the meckets are plumry.</h2></body>,True,NULL,2312
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,34,0,Test-More-than-half-61-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>61% of the russers are huttle.</font></i></div></center><h2>It is not the case that more than half of the russers are huttle.</h2></body>,False,NULL,4089
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,111,0,Test-Some-Neg-1-schook-jabant,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>1% of the schooks are jabant.</font></i></div></center><h2>It is not the case that some of the schooks are jabant.</h2></body>,False,NULL,6610
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,63,0,Test-Some-13-clidge-hensly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>13% of the clidges are hensly.</font></i></div></center><h2>Some of the clidges are hensly.</h2></body>,True,NULL,13575
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,31,0,Test-More-than-half-70-strant-potind,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>70% of the strants are potind.</font></i></div></center><h2>It is not the case that more than half of the strants are potind.</h2></body>,False,NULL,35476
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,142,0,Test-All-Neg-89-padnet-fanely,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>89% of the padnets are fanely.</font></i></div></center><h2>It is not the case that all of the padnets are fanely.</h2></body>,True,NULL,5308
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,139,0,Test-Some-Neg-93-pirter-secent,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>93% of the pirters are secent.</font></i></div></center><h2>It is not the case that some of the pirters are secent.</h2></body>,False,NULL,3777
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,119,0,Test-Some-Neg-37-pengyl-sedest,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>37% of the pengyls are sedest.</font></i></div></center><h2>It is not the case that some of the pengyls are sedest.</h2></body>,False,NULL,3948
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,86,0,Test-All-60-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>60% of the birlers are enciad.</font></i></div></center><h2>All of the birlers are enciad.</h2></body>,False,NULL,3202
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,88,0,Test-All-69-menner-nandow,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>69% of the menners are nandow.</font></i></div></center><h2>All of the menners are nandow.</h2></body>,False,NULL,2550
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,37,0,Test-More-than-half-55-birler-enciad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>55% of the birlers are enciad.</font></i></div></center><h2>It is not the case that more than half of the birlers are enciad.</h2></body>,False,NULL,39146
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,23,0,Test-More-than-half-46-ancit-smeath,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>46% of the ancits are smeath.</font></i></div></center><h2>It is not the case that more than half of the ancits are smeath.</h2></body>,True,NULL,2699
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,124,0,Test-All-Neg-37-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>37% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that all of the tiklets are hullaw.</h2></body>,True,NULL,3187
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,14,0,Test-More-than-half-7-gukbar-soarse,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>7% of the gukbars are soarse.</font></i></div></center><h2>It is not the case that more than half of the gukbars are soarse.</h2></body>,True,NULL,41928
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,28,0,Test-More-than-half-44-tiklet-hullaw,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>44% of the tiklets are hullaw.</font></i></div></center><h2>It is not the case that more than half of the tiklets are hullaw.</h2></body>,False,NULL,4263
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,13,0,Test-More-than-half-20-mecket-plumry,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>20% of the meckets are plumry.</font></i></div></center><h2>It is not the case that more than half of the meckets are plumry.</h2></body>,True,NULL,5003
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,125,0,Test-Some-Neg-28-monter-melelt,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>28% of the monters are melelt.</font></i></div></center><h2>It is not the case that some of the monters are melelt.</h2></body>,False,NULL,4067
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,93,0,Test-Some-92-pobbit-spippy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>92% of the pobbits are spippy.</font></i></div></center><h2>Some of the pobbits are spippy.</h2></body>,True,NULL,10159
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,128,0,Test-All-Neg-51-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>51% of the plusets are stubad.</font></i></div></center><h2>It is not the case that all of the plusets are stubad.</h2></body>,True,NULL,24677
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,68,0,Test-All-25-cosut-spover,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>25% of the cosuts are spover.</font></i></div></center><h2>All of the cosuts are spover.</h2></body>,False,NULL,3033
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,130,0,Test-All-Neg-61-russer-huttle,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>61% of the russers are huttle.</font></i></div></center><h2>It is not the case that all of the russers are huttle.</h2></body>,False,NULL,3334
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,9,0,Test-More-than-half-12-puggle-entand,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>12% of the puggles are entand.</font></i></div></center><h2>It is not the case that more than half of the puggles are entand.</h2></body>,True,NULL,24640
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,134,0,Test-All-Neg-74-raster-movell,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>74% of the rasters are movell.</font></i></div></center><h2>It is not the case that all of the rasters are movell.</h2></body>,True,NULL,2601
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,103,0,Test-Some-Neg-21-beckel-racual,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>21% of the beckels are racual.</font></i></div></center><h2>It is not the case that some of the beckels are racual.</h2></body>,False,NULL,2168
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,25,0,Test-More-than-half-42-hadder-ollidy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>42% of the hadders are ollidy.</font></i></div></center><h2>It is not the case that more than half of the hadders are ollidy.</h2></body>,True,NULL,4003
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,118,0,Test-All-Neg-38-middor-drooty,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>38% of the middors are drooty.</font></i></div></center><h2>It is not the case that all of the middors are drooty.</h2></body>,True,NULL,2542
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,57,0,Test-Some-16-puggle-entand,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>16% of the puggles are entand.</font></i></div></center><h2>Some of the puggles are entand.</h2></body>,True,NULL,2453
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,69,0,Test-Some-30-shamer-bloif,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>30% of the shamers are bloif.</font></i></div></center><h2>Some of the shamers are bloif.</h2></body>,True,NULL,19458
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,79,0,Test-Some-52-strant-potind,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>52% of the strants are potind.</font></i></div></center><h2>Some of the strants are potind.</h2></body>,True,NULL,2101
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,54,0,Test-More-than-half-96-ingell-nalill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>96% of the ingells are nalill.</font></i></div></center><h2>It is not the case that more than half of the ingells are nalill.</h2></body>,True,NULL,4456
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,97,0,Test-Some-76-jallem-sildal,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>76% of the jallems are sildal.</font></i></div></center><h2>Some of the jallems are sildal.</h2></body>,True,NULL,7888
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,32,0,Test-More-than-half-59-pluset-stubad,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>59% of the plusets are stubad.</font></i></div></center><h2>It is not the case that more than half of the plusets are stubad.</h2></body>,False,NULL,1492
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,29,0,Test-More-than-half-33-shurrie-preser,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>33% of the shurries are preser.</font></i></div></center><h2>It is not the case that more than half of the shurries are preser.</h2></body>,True,NULL,560
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,64,0,Test-All-6-clidge-hensly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>6% of the clidges are hensly.</font></i></div></center><h2>All of the clidges are hensly.</h2></body>,False,NULL,1695
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,143,0,Test-Some-Neg-79-devole-sholly,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>79% of the devoles are sholly.</font></i></div></center><h2>It is not the case that some of the devoles are sholly.</h2></body>,False,NULL,4471
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,65,0,Test-Some-3-spunge-wenple,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the spunges are wenple.</font></i></div></center><h2>Some of the spunges are wenple.</h2></body>,True,NULL,1524
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,80,0,Test-All-68-strant-potind,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>68% of the strants are potind.</font></i></div></center><h2>All of the strants are potind.</h2></body>,True,NULL,6350
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,114,0,Test-All-Neg-3-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>3% of the shriles are athoid.</font></i></div></center><h2>It is not the case that all of the shriles are athoid.</h2></body>,False,NULL,12156
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,95,0,Test-Some-75-boddle-molill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>75% of the boddles are molill.</font></i></div></center><h2>Some of the boddles are molill.</h2></body>,True,NULL,1648
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,120,0,Test-All-Neg-33-pengyl-sedest,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>33% of the pengyls are sedest.</font></i></div></center><h2>It is not the case that all of the pengyls are sedest.</h2></body>,True,NULL,2763
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,141,0,Test-Some-Neg-82-padnet-fanely,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>82% of the padnets are fanely.</font></i></div></center><h2>It is not the case that some of the padnets are fanely.</h2></body>,True,NULL,3175
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,56,0,Test-All-17-kustle-reshix,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>17% of the kustles are reshix.</font></i></div></center><h2>All of the kustles are reshix.</h2></body>,False,NULL,1922
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,33,0,Test-More-than-half-53-umpond-marire,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>53% of the umponds are marire.</font></i></div></center><h2>It is not the case that more than half of the umponds are marire.</h2></body>,False,NULL,46241
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,18,0,Test-More-than-half-9-shrile-athoid,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>9% of the shriles are athoid.</font></i></div></center><h2>It is not the case that more than half of the shriles are athoid.</h2></body>,False,NULL,6536
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,73,0,Test-Some-48-hadder-ollidy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>48% of the hadders are ollidy.</font></i></div></center><h2>Some of the hadders are ollidy.</h2></body>,True,NULL,1989
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,78,0,Test-All-49-shurrie-preser,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>49% of the shurries are preser.</font></i></div></center><h2>All of the shurries are preser.</h2></body>,False,NULL,1695
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,149,0,Test-Some-Neg-87-ingell-nalill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>87% of the ingells are nalill.</font></i></div></center><h2>It is not the case that some of the ingells are nalill.</h2></body>,False,NULL,6211
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,45,0,Test-More-than-half-99-pobbit-spippy,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>99% of the pobbits are spippy.</font></i></div></center><h2>It is not the case that more than half of the pobbits are spippy.</h2></body>,False,NULL,40672
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,44,0,Test-More-than-half-77-pirter-secent,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>77% of the pirters are secent.</font></i></div></center><h2>It is not the case that more than half of the pirters are secent.</h2></body>,False,NULL,2666
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,96,0,Test-All-77-boddle-molill,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>77% of the boddles are molill.</font></i></div></center><h2>All of the boddles are molill.</h2></body>,False,NULL,2124
1572995411,9fc2e015b81e511399e27afbdea53c8c,Question2,20,0,Test-More-than-half-29-coamin-mucond,NULL,<head><style>div {background-color: #dbd9d9; width: 300px; border: 7px solid #3FB8AF; padding: 20px; margin: 20px;}</style></head><body><center><div><i><font size='4'>29% of the coamins are mucond.</font></i></div></center><h2>It is not the case that more than half of the coamins are mucond.</h2></body>,True,NULL,2873
